# ＜はやぶさ２小惑星遷移軌道計画情報（公開用概略計算値）＞　　                                                                                                                                                                
#                                                                                                                                                                                                                             
#公開日：2018年02月26日                                                                                                                                                                                                        
#Released by JAXA はやぶさ２プロジェクトチーム                                                                                                                                                                                
#=============================================================================                                                                                                                                                
#                                                                                                                                                                                                                             
#▼ご利用にあたっての注意点▲                                                                                                                                                                                                 
#                                                                                                                                                                                                                             
#　１．本軌道計画情報は、「はやぶさ２」が太陽系空間内をどのような軌道で移動していくかを                                                                                                                                       
#　　　表示するために作成された概略軌道データです。実際の軌道は、今後の軌道制御やそれに                                                                                                                                       
#　　　ともなう新たな軌道計算・軌道決定などによって決まります。                                                                                                                                                               
#                                                                                                                                                                                                                             
#　２．本軌道計画情報は、各種アプリケーション・コンテンツ（WEB、CG、映像画像、教材他）の                                                                                                                                      
#　　　制作をはじめ、さまざまな創作活動の基データとしてご利用いただけます。                                                                                                                                                   
#　　　なお、利用条件等については、                                                                                                                                                                                           
#                                                                                                                                                                                                                             
#　　　　JAXAwebサイト＜サイトポリシー・利用規約＞                                                                                                                                                                            
#　　　　http://www.jaxa.jp/policy_j.html                                                                                                                                                                                     
#                                                                                                                                                                                                                             
#　　　をご参照ください。                                                                                                                                                                                                     
#                                                                                                                                                                                                                             
#　３．本軌道計画情報は、打上げ日時・探査機基本性能等の条件を基にした概略計算値であり、                                                                                                                                       
#　　　実際の探査機の飛行状態等を踏まえた軌道情報・航行ステータスとは異なります。                                                                                                                                             
#                                                                                                                                                                                                                             
#　４．数値精度：0.0001au（～1.5万km）                                                                                                                                                                                        
#                                                                                                                                                                                                                             
#　５．本軌道計画情報では打上げ（2014年12月3日）から2019年12月9日までのデータを示します。
#　　　ただし、2018年6月1日以降の「はやぶさ２」の位置は小惑星リュウグウと等しくなっています。
#　　　つまり、リュウグウの周りでの「はやぶさ２」の位置は、このファイルでは分かりません。
#　　　太陽を中心とした「はやぶさ２」の軌道を描く目的でお使いください。
#　　　また、「はやぶさ２」がリュウグウから出発する日にちはまだ決まっていません。
#                                                                                                                                                                                                                             
#　６．なお、軌道計画の大幅な変更等が生じない限り、本軌道計画情報（公開用概略計算値）の                                                                                                                                       
#　　　更新は行わない予定です。予めご了承ください。                                                                                                                                                                          
#                                                                                                                                                                                                                             
#=============================================================================                                                                                                                                                
#■各項目解説■                                                                                                                                                                                                               
#
#UTC    : 時刻（協定世界時：Coodinated universal time）：日本標準時（JST）は UTC＋9時間 
#       : 時刻のフォーマット＝YYYY/MM/DD.hh:mm:ss＝YYYY年MM月DD日 hh時mm分ss秒                                                                                                                                             
#L+     : 総飛行時間　打ち上げ時刻【2014/12/3 4:22:04 UTC】からの通算日，単位[日]                                                                                                                                                                                                                                                                  
#　　　　　                                                                                                                                                                                                                   
# X,Y,Z : 黄道面座標系での「はやぶさ２」/地球/小惑星位置，単位は[au：天文単位]（天文単位，太陽-地球距離(ここでは149597870700.0m)を1とした距離）                                                                                      
# Rs    : 「はやぶさ２」と太陽の距離　　　　　　　　　単位[万キロメートル]                                                                                                                                                      
# Re    : 「はやぶさ２」と地球との距離　　　　　　　　単位[万キロメートル]                                                                                                                                                      
# Ra    : 「はやぶさ２」とリュウグウとの距離　　　　　単位[万キロメートル]                                                                                                                                                      
# Vs    : 「はやぶさ２」の巡航速度（太陽相対速度）　　単位[キロメートル毎秒]                                                                                                                                                    
# Ve    : 「はやぶさ２」の地球相対速度　　　　　　　　単位[キロメートル毎秒]                                                                                                                                                    
# alpha : 地球から見た「はやぶさ２」の赤経　　　　　　単位[度]                                                                                                                                                                  
# delta : 地球から見た「はやぶさ２」の赤緯　　　　　　単位[度]                                                                                                                                                                  
# Dflt  : 「はやぶさ２」の総飛行距離　　　　　　　　　単位[万キロメートル]                                                                                                                                                      
#=============================================================================================================================================================================================================================
#                            |------------- Hayabusa2 ------------||------------    Earth   -------------||---------- Ryugu (1999 JU3) ---------|                                                                            
#       UTC             L+        X            Y            Z            X            Y            Z            X            Y            Z            Rs         Re         Ra       Vs       Ve     alpha    delta   Dflt   
#                      [day]     [au]         [au]         [au]         [au]         [au]         [au]         [au]         [au]         [au]       [10^4km]   [10^4km]   [10^4km]  [km/s]   [km/s]   [deg]    [deg] [10^4km] 
#--------1---------------2--------3------------4------------5------------6------------7------------8------------9------------10-----------11-----------12---------13---------14-------15-------16-------17-------18-----19----
2016/01/14.05:00:00    407.0 -0.435170071  0.835507137 -0.071981745 -0.387922637  0.903841386 -0.000031109 -1.102890617 -0.059236541 -0.105918153   14133.84    1644.13   16709.28   33.00    4.32  -144.20   -57.99 105578.7 
2016/01/15.05:00:00    408.0 -0.451934645  0.826544627 -0.073314095 -0.403952369  0.896844195 -0.000030123 -1.104931602 -0.075958406 -0.105573899   14135.19    1680.22   16671.66   32.99    4.29  -143.62   -57.95 105863.8 
2016/01/16.05:00:00    409.0 -0.468540671  0.817292243 -0.074620683 -0.419854719  0.889568175 -0.000029149 -1.106735165 -0.092663953 -0.105206958   14137.32    1716.01   16633.29   32.99    4.27  -143.03   -57.91 106148.9 
2016/01/17.05:00:00    410.0 -0.484982400  0.807753359 -0.075901065 -0.435624828  0.882016064 -0.000028226 -1.108302844 -0.109349754 -0.104817593   14140.24    1751.50   16594.19   32.98    4.24  -142.44   -57.87 106433.9 
2016/01/18.05:00:00    411.0 -0.501254174  0.797931493 -0.077154809 -0.451257991  0.874190657 -0.000027387 -1.109636217 -0.126012441 -0.104406067   14143.95    1786.66   16554.37   32.98    4.22  -141.84   -57.83 106718.8 
2016/01/19.05:00:00    412.0 -0.517350431  0.787830304 -0.078381501 -0.466749640  0.866094776 -0.000026659 -1.110736900 -0.142648705 -0.103972645   14148.45    1821.49   16513.83   32.97    4.19  -141.23   -57.79 107003.7 
2016/01/20.05:00:00    413.0 -0.533265712  0.777453591 -0.079580737 -0.482095328  0.857731251 -0.000026063 -1.111606543 -0.159255301 -0.103517596   14153.73    1855.97   16472.58   32.96    4.16  -140.62   -57.75 107288.5 
2016/01/21.05:00:00    414.0 -0.548994658  0.766805287 -0.080752132 -0.497290705  0.849102903 -0.000025609 -1.112246831 -0.175829040 -0.103041187   14159.79    1890.09   16430.65   32.94    4.13  -139.99   -57.71 107573.2 
2016/01/22.05:00:00    415.0 -0.564532021  0.755889454 -0.081895313 -0.512331492  0.840212539 -0.000025298 -1.112659483 -0.192366795 -0.102543688   14166.63    1923.83   16388.04   32.93    4.10  -139.36   -57.66 107857.7 
2016/01/23.05:00:00    416.0 -0.579872666  0.744710282 -0.083009925 -0.527213455  0.831062950 -0.000025124 -1.112846245 -0.208865499 -0.102025369   14174.24    1957.18   16344.75   32.92    4.07  -138.73   -57.62 108142.2 
2016/01/24.05:00:00    417.0 -0.595011576  0.733272083 -0.084095628 -0.541932383  0.821656922 -0.000025069 -1.112808894 -0.225322142 -0.101486503   14182.63    1990.11   16300.81   32.90    4.04  -138.09   -57.58 108426.5 
2016/01/25.05:00:00    418.0 -0.609943851  0.721579288 -0.085152095 -0.556484071  0.811997247 -0.000025114 -1.112549233 -0.241733773 -0.100927362   14191.78    2022.61   16256.22   32.88    4.00  -137.44   -57.53 108710.7 
2016/01/26.05:00:00    419.0 -0.624664716  0.709636440 -0.086179020 -0.570864307  0.802086746 -0.000025231 -1.112069093 -0.258097500 -0.100348218   14201.69    2054.67   16211.00   32.86    3.97  -136.78   -57.49 108994.7 
2016/01/27.05:00:00    420.0 -0.639169525  0.697448191 -0.087176110 -0.585068868  0.791928280 -0.000025393 -1.111370326 -0.274410488 -0.099749345   14212.36    2086.27   16165.16   32.84    3.93  -136.12   -57.44 109278.5 
2016/01/28.05:00:00    421.0 -0.653453757  0.685019300 -0.088143088 -0.599093522  0.781524772 -0.000025570 -1.110454808 -0.290669958 -0.099131017   14223.78    2117.38   16118.71   32.82    3.89  -135.46   -57.40 109562.1 
2016/01/29.05:00:00    422.0 -0.667513028  0.672354623 -0.089079695 -0.612934032  0.770879220 -0.000025734 -1.109324435 -0.306873189 -0.098493508   14235.95    2148.00   16071.67   32.79    3.85  -134.80   -57.35 109845.5 
2016/01/30.05:00:00    423.0 -0.681343088  0.659459112 -0.089985688 -0.626586164  0.759994701 -0.000025855 -1.107981125 -0.323017517 -0.097837092   14248.85    2178.10   16024.03   32.77    3.81  -134.12   -57.30 110128.7 
2016/01/31.05:00:00    424.0 -0.694939823  0.646337809 -0.090860841 -0.640045694  0.748874382 -0.000025909 -1.106426811 -0.339100329 -0.097162043   14262.49    2207.68   15975.83   32.74    3.77  -133.45   -57.26 110411.7 
2016/02/01.05:00:00    425.0 -0.708299260  0.632995841 -0.091704944 -0.653308410  0.737521523 -0.000025872 -1.104663447 -0.355119072 -0.096468634   14276.85    2236.71   15927.07   32.71    3.72  -132.78   -57.21 110694.4 
2016/02/02.05:00:00    426.0 -0.721417568  0.619438413 -0.092517803 -0.666370122  0.725939480 -0.000025721 -1.102693000 -0.371071243 -0.095757141   14291.94    2265.18   15877.76   32.68    3.68  -132.10   -57.16 110976.9 
2016/02/03.05:00:00    427.0 -0.734291058  0.605670809 -0.093299243 -0.679226654  0.714131708 -0.000025441 -1.100517451 -0.386954395 -0.095027836   14307.73    2293.09   15827.92   32.65    3.63  -131.42   -57.11 111259.1 
2016/02/04.05:00:00    428.0 -0.746916186  0.591698378 -0.094049104 -0.691873857  0.702101772 -0.000025017 -1.098138797 -0.402766133 -0.094280992   14324.23    2320.41   15777.56   32.62    3.58  -130.74   -57.06 111541.1 
2016/02/05.05:00:00    429.0 -0.759289555  0.577526537 -0.094767242 -0.704307601  0.689853353 -0.000024440 -1.095559045 -0.418504114 -0.093516882   14341.42    2347.14   15726.68   32.58    3.53  -130.07   -57.01 111822.7 
2016/02/06.05:00:00    430.0 -0.771407914  0.563160762 -0.095453531 -0.716523789  0.677390267 -0.000023710 -1.092780214 -0.434166046 -0.092735777   14359.30    2373.26   15675.32   32.55    3.48  -129.39   -56.96 112104.1 
2016/02/07.05:00:00    431.0 -0.783268159  0.548606581 -0.096107861 -0.728518368  0.664716477 -0.000022832 -1.089804334 -0.449749689 -0.091937950   14377.86    2398.77   15623.47   32.51    3.43  -128.71   -56.91 112385.1 
2016/02/08.05:00:00    432.0 -0.794867338  0.533869575 -0.096730136 -0.740287353  0.651836111 -0.000021821 -1.086633441 -0.465252853 -0.091123670   14397.10    2423.65   15571.15   32.47    3.38  -128.04   -56.86 112665.8 
2016/02/09.05:00:00    433.0 -0.806202645  0.518955366 -0.097320281 -0.751826859  0.638753464 -0.000020703 -1.083269583 -0.480673396 -0.090293207   14416.99    2447.90   15518.38   32.43    3.32  -127.37   -56.80 112946.2 
2016/02/10.05:00:00    434.0 -0.817271423  0.503869616 -0.097878231 -0.763133137  0.625472997 -0.000019512 -1.079714813 -0.496009225 -0.089446831   14437.53    2471.52   15465.16   32.39    3.27  -126.70   -56.74 113226.2 
2016/02/11.05:00:00    435.0 -0.828071164  0.488618024 -0.098403942 -0.774202614  0.611999308 -0.000018286 -1.075971190 -0.511258297 -0.088584809   14458.72    2494.50   15411.51   32.35    3.22  -126.03   -56.69 113505.9 
2016/02/12.05:00:00    436.0 -0.838599512  0.473206315 -0.098897384 -0.785031916  0.598337105 -0.000017069 -1.072040778 -0.526418613 -0.087707407   14480.53    2516.83   15357.44   32.31    3.16  -125.37   -56.63 113785.2 
2016/02/13.05:00:00    437.0 -0.848854255  0.457640239 -0.099358540 -0.795617881  0.584491153 -0.000015903 -1.067925648 -0.541488223 -0.086814892   14502.97    2538.51   15302.97   32.26    3.11  -124.71   -56.56 114064.2 
2016/02/14.05:00:00    438.0 -0.858833332  0.441925567 -0.099787411 -0.805957549  0.570466238 -0.000014825 -1.063627871 -0.556465222 -0.085907529   14526.03    2559.53   15248.11   32.22    3.06  -124.05   -56.50 114342.7 
2016/02/15.05:00:00    439.0 -0.868534829  0.426068084 -0.100184012 -0.816048141  0.556267130 -0.000013863 -1.059149525 -0.571347750 -0.084985580   14549.68    2579.89   15192.86   32.17    3.00  -123.40   -56.43 114620.9 
2016/02/16.05:00:00    440.0 -0.877956976  0.410073584 -0.100548373 -0.825887037  0.541898562 -0.000013039 -1.054492687 -0.586133990 -0.084049309   14573.93    2599.58   15137.25   32.12    2.95  -122.75   -56.36 114898.7 
2016/02/17.05:00:00    441.0 -0.887098152  0.393947869 -0.100880539 -0.835471741  0.527365217 -0.000012364 -1.049659437 -0.600822171 -0.083098976   14598.75    2618.60   15081.29   32.08    2.89  -122.10   -56.29 115176.0 
2016/02/18.05:00:00    442.0 -0.895956875  0.377696743 -0.101180567 -0.844799860  0.512671728 -0.000011840 -1.044651856 -0.615410564 -0.082134840   14624.15    2636.93   15024.98   32.03    2.84  -121.47   -56.22 115452.9 
2016/02/19.05:00:00    443.0 -0.904531809  0.361326003 -0.101448530 -0.853869077  0.497822679 -0.000011459 -1.039472024 -0.629897481 -0.081157161   14650.10    2654.57   14968.35   31.98    2.78  -120.83   -56.15 115729.4 
2016/02/20.05:00:00    444.0 -0.912821759  0.344841442 -0.101684514 -0.862677136  0.482822615 -0.000011208 -1.034122021 -0.644281277 -0.080166195   14676.60    2671.52   14911.39   31.93    2.72  -120.20   -56.07 116005.5 
2016/02/21.05:00:00    445.0 -0.920825668  0.328248842 -0.101888618 -0.871221823  0.467676049 -0.000011067 -1.028603927 -0.658560346 -0.079162197   14703.64    2687.75   14854.13   31.87    2.67  -119.58   -55.99 116281.1 
2016/02/22.05:00:00    446.0 -0.928542616  0.311553967 -0.102060954 -0.879500955  0.452387479 -0.000011011 -1.022919819 -0.672733123 -0.078145423   14731.20    2703.27   14796.58   31.82    2.61  -118.96   -55.91 116556.2 
2016/02/23.05:00:00    447.0 -0.935971821  0.294762564 -0.102201647 -0.887512377  0.436961399 -0.000011011 -1.017071773 -0.686798083 -0.077116123   14759.28    2718.06   14738.75   31.77    2.55  -118.35   -55.83 116830.9 
2016/02/24.05:00:00    448.0 -0.943112631  0.277880356 -0.102310833 -0.895253953  0.421402313 -0.000011040 -1.011061862 -0.700753737 -0.076074550   14787.86    2732.13   14680.65   31.71    2.49  -117.74   -55.74 117105.2 
2016/02/25.05:00:00    449.0 -0.949964529  0.260913042 -0.102388662 -0.902723571  0.405714751 -0.000011066 -1.004892156 -0.714598638 -0.075020953   14816.92    2745.45   14622.30   31.66    2.43  -117.15   -55.66 117378.9 
2016/02/26.05:00:00    450.0 -0.956527124  0.243866286 -0.102435294 -0.909919144  0.389903275 -0.000011062 -0.998564721 -0.728331372 -0.073955580   14846.47    2758.04   14563.69   31.60    2.37  -116.56   -55.57 117652.2 
2016/02/27.05:00:00    451.0 -0.962800154  0.226745724 -0.102450901 -0.916838614  0.373972494 -0.000011000 -0.992081619 -0.741950564 -0.072878677   14876.48    2769.87   14504.86   31.54    2.31  -115.98   -55.48 117924.9 
2016/02/28.05:00:00    452.0 -0.968783481  0.209556953 -0.102435666 -0.923479961  0.357927062 -0.000010855 -0.985444909 -0.755454873 -0.071790490   14906.95    2780.95   14445.80   31.48    2.25  -115.41   -55.39 118197.2 
2016/02/29.05:00:00    453.0 -0.974477087  0.192305530 -0.102389783 -0.929841206  0.341771692 -0.000010607 -0.978656643 -0.768842996 -0.070691261   14937.86    2791.27   14386.53   31.43    2.19  -114.84   -55.29 118469.0 
2016/03/01.05:00:00    454.0 -0.979881075  0.174996971 -0.102313453 -0.935920412  0.325511153 -0.000010237 -0.971718870 -0.782113661 -0.069581231   14969.20    2800.84   14327.06   31.37    2.13  -114.29   -55.20 118740.2 
2016/03/02.05:00:00    455.0 -0.984995665  0.157636746 -0.102206893 -0.941715691  0.309150274 -0.000009730 -0.964633631 -0.795265633 -0.068460642   15000.96    2809.64   14267.41   31.31    2.07  -113.75   -55.10 119011.0 
2016/03/03.05:00:00    456.0 -0.989821189  0.140230276 -0.102070323 -0.947225206  0.292693956 -0.000009078 -0.957402965 -0.808297707 -0.067329731   15033.13    2817.69   14207.57   31.25    2.01  -113.22   -55.00 119281.2 
2016/03/04.05:00:00    457.0 -0.994358093  0.122782934 -0.101903976 -0.952447170  0.276147175 -0.000008277 -0.950028900 -0.821208713 -0.066188735   15065.69    2824.98   14147.57   31.18    1.95  -112.70   -54.90 119550.9 
2016/03/05.05:00:00    458.0 -0.998606929  0.105300039 -0.101708093 -0.957379858  0.259514995 -0.000007329 -0.942513462 -0.833997513 -0.065037888   15098.63    2831.51   14087.41   31.12    1.89  -112.20   -54.79 119820.1 
2016/03/06.05:00:00    459.0 -1.002568355  0.087786855 -0.101482923 -0.962021613  0.242802584 -0.000006245 -0.934858668 -0.846662998 -0.063877425   15131.95    2837.29   14027.11   31.06    1.83  -111.71   -54.69 120088.7 
2016/03/07.05:00:00    460.0 -1.006243133  0.070248589 -0.101228724 -0.966370875  0.226015227 -0.000005046 -0.927066528 -0.859204092 -0.062707577   15165.62    2842.33   13966.67   31.00    1.77  -111.23   -54.58 120356.8 
2016/03/08.05:00:00    461.0 -1.009632358  0.052690314 -0.100945823 -0.970426207  0.209158331 -0.000003762 -0.919139045 -0.871619747 -0.061528573   15199.64    2846.63   13906.10   30.93    1.72  -110.76   -54.47 120624.4 
2016/03/09.05:00:00    462.0 -1.012736530  0.035117263 -0.100634368 -0.974186338  0.192237419 -0.000002429 -0.911078216 -0.883908946 -0.060340642   15234.00    2850.21   13845.42   30.87    1.66  -110.32   -54.35 120891.4 
2016/03/10.05:00:00    463.0 -1.015556927  0.017534389 -0.100294701 -0.977650197  0.175258106 -0.000001094 -0.902886028 -0.896070701 -0.059144011   15268.68    2853.07   13784.63   30.81    1.61  -109.88   -54.24 121157.8 
2016/03/11.05:00:00    464.0 -1.018094693 -0.000053348 -0.099927108 -0.980816947  0.158226050  0.000000200 -0.894564462 -0.908104051 -0.057938904   15303.67    2855.22   13723.75   30.74    1.56  -109.47   -54.12 121423.7 
2016/03/12.05:00:00    465.0 -1.020351060 -0.017641052 -0.099531882 -0.983685986  0.141146910  0.000001410 -0.886115490 -0.920008063 -0.056725544   15338.96    2856.69   13662.78   30.68    1.52  -109.06   -54.00 121689.0 
2016/03/13.05:00:00    466.0 -1.022327348 -0.035223896 -0.099109321 -0.986256930  0.124026283  0.000002502 -0.877541077 -0.931781833 -0.055504154   15374.53    2857.47   13601.73   30.61    1.47  -108.68   -53.87 121953.8 
2016/03/14.05:00:00    467.0 -1.024024956 -0.052797121 -0.098659730 -0.988529585  0.106869679  0.000003449 -0.868843179 -0.943424481 -0.054274953   15410.38    2857.59   13540.62   30.55    1.44  -108.31   -53.74 122218.0 
2016/03/15.05:00:00    468.0 -1.025445366 -0.070356037 -0.098183419 -0.990503901  0.089682497  0.000004239 -0.860023742 -0.954935155 -0.053038159   15446.50    2857.05   13479.45   30.48    1.40  -107.96   -53.61 122481.6 
2016/03/16.05:00:00    469.0 -1.026590137 -0.087896023 -0.097680703 -0.992179941  0.072470024  0.000004869 -0.851084706 -0.966313027 -0.051793989   15482.87    2855.86   13418.22   30.41    1.37  -107.63   -53.48 122744.7 
2016/03/17.05:00:00    470.0 -1.027460899 -0.105412530 -0.097151902 -0.993557844  0.055237447  0.000005345 -0.842028001 -0.977557296 -0.050542657   15519.48    2854.04   13356.96   30.35    1.35  -107.32   -53.34 123007.2 
2016/03/18.05:00:00    471.0 -1.028059357 -0.122901082 -0.096597339 -0.994637811  0.037989861  0.000005681 -0.832855549 -0.988667183 -0.049284377   15556.32    2851.60   13295.66   30.28    1.33  -107.02   -53.20 123269.1 
2016/03/19.05:00:00    472.0 -1.028387283 -0.140357275 -0.096017343 -0.995420087  0.020732287  0.000005896 -0.823569261 -0.999641935 -0.048019360   15593.38    2848.54   13234.33   30.21    1.31  -106.74   -53.05 123530.4 
2016/03/20.05:00:00    473.0 -1.028446515 -0.157776777 -0.095412247 -0.995904954  0.003469686  0.000006014 -0.814171042 -1.010480821 -0.046747817   15630.65    2844.88   13172.99   30.15    1.31  -106.48   -52.90 123791.2 
2016/03/21.05:00:00    474.0 -1.028238956 -0.175155332 -0.094782387 -0.996092724 -0.013793028  0.000006063 -0.804662786 -1.021183136 -0.045469955   15668.11    2840.63   13111.65   30.08    1.30  -106.24   -52.75 124051.3 
2016/03/22.05:00:00    475.0 -1.027766568 -0.192488756 -0.094128101 -0.995983740 -0.031050981  0.000006072 -0.795046378 -1.031748192 -0.044185980   15705.75    2835.80   13050.30   30.01    1.30  -106.02   -52.60 124310.9 
2016/03/23.05:00:00    476.0 -1.027031584 -0.209772519 -0.093449967 -0.995578370 -0.048299323  0.000006069 -0.785323695 -1.042175330 -0.042896099   15743.58    2830.40   12988.96   29.94    1.31  -105.82   -52.44 124569.9 
2016/03/24.05:00:00    477.0 -1.026035836 -0.227001528 -0.092749129 -0.994877007 -0.065533219  0.000006083 -0.775496603 -1.052463906 -0.041600515   15781.56    2824.45   12927.66   29.87    1.32  -105.65   -52.27 124828.3 
2016/03/25.05:00:00    478.0 -1.024781540 -0.244171554 -0.092026089 -0.993880078 -0.082747843  0.000006143 -0.765566961 -1.062613302 -0.040299428   15819.69    2817.94   12866.41   29.80    1.34  -105.49   -52.11 125086.1 
2016/03/26.05:00:00    479.0 -1.023270874 -0.261278714 -0.091281199 -0.992588037 -0.099938366  0.000006273 -0.755536616 -1.072622919 -0.038993040   15857.95    2810.91   12805.22   29.73    1.36  -105.36   -51.93 125343.2 
2016/03/27.05:00:00    480.0 -1.021506067 -0.278319199 -0.090514809 -0.991001378 -0.117099951  0.000006495 -0.745407408 -1.082492177 -0.037681550   15896.34    2803.37   12744.09   29.66    1.39  -105.25   -51.76 125599.8 
2016/03/28.05:00:00    481.0 -1.019489389 -0.295289275 -0.089727273 -0.989120633 -0.134227748  0.000006828 -0.735181167 -1.092220519 -0.036365153   15934.84    2795.33   12683.02   29.59    1.43  -105.16   -51.58 125855.7 
2016/03/29.05:00:00    482.0 -1.017223144 -0.312185657 -0.088918690 -0.986946381 -0.151316888  0.000007286 -0.724859713 -1.101807403 -0.035044047   15973.45    2786.83   12622.03   29.52    1.47  -105.10   -51.40 126111.0 
2016/03/30.05:00:00    483.0 -1.014708571 -0.329004717 -0.088088865 -0.984479246 -0.168362478  0.000007880 -0.714444857 -1.111252311 -0.033718425   16012.13    2777.88   12561.11   29.45    1.51  -105.06   -51.21 126365.7 
2016/03/31.05:00:00    484.0 -1.011950508 -0.345743634 -0.087237681 -0.981719910 -0.185359596  0.000008614 -0.703938402 -1.120554740 -0.032388479   16050.90    2768.52   12500.26   29.37    1.56  -105.05   -51.01 126619.8 
2016/04/01.05:00:00    485.0 -1.008950449 -0.362397488 -0.086366054 -0.978669108 -0.202303282  0.000009487 -0.693342139 -1.129714207 -0.031054400   16089.75    2758.77   12439.52   29.30    1.62  -105.06   -50.81 126873.3 
2016/04/02.05:00:00    486.0 -1.005710857 -0.378962919 -0.085474343 -0.975327642 -0.219188531  0.000010491 -0.682657853 -1.138730247 -0.029716379   16128.66    2748.64   12378.88   29.23    1.68  -105.10   -50.60 127126.2 
2016/04/03.05:00:00    487.0 -1.002234229 -0.395436635 -0.084562906 -0.971696391 -0.236010281  0.000011610 -0.671887317 -1.147602411 -0.028374603   16167.61    2738.18   12318.36   29.16    1.74  -105.17   -50.39 127378.4 
2016/04/04.05:00:00    488.0 -0.998522884 -0.411816497 -0.083631875 -0.967776332 -0.252763401  0.000012819 -0.661032295 -1.156330268 -0.027029258   16206.60    2727.43   12257.94   29.09    1.80  -105.27   -50.17 127630.0 
2016/04/05.05:00:00    489.0 -0.994578948 -0.428100115 -0.082683606 -0.963568569 -0.269442693  0.000014088 -0.650094544 -1.164913404 -0.025680531   16245.62    2716.46   12197.62   29.02    1.87  -105.39   -49.94 127881.1 
2016/04/06.05:00:00    490.0 -0.990406144 -0.444283663 -0.081714695 -0.959074369 -0.286042892  0.000015374 -0.639075809 -1.173351422 -0.024328604   16284.67    2705.27   12137.41   28.95    1.94  -105.54   -49.71 128131.5 
2016/04/07.05:00:00    491.0 -0.986006865 -0.460363212 -0.080727656 -0.954295194 -0.302558698  0.000016634 -0.627977829 -1.181643940 -0.022973660   16323.73    2693.91   12077.34   28.88    2.02  -105.72   -49.46 128381.4 
2016/04/08.05:00:00    492.0 -0.981383737 -0.476335830 -0.079722849 -0.949232735 -0.318984818  0.000017824 -0.616802330 -1.189790592 -0.021615880   16362.79    2682.42   12017.41   28.81    2.09  -105.93   -49.21 128630.6 
2016/04/09.05:00:00    493.0 -0.976539411 -0.492198653 -0.078700633 -0.943888908 -0.335316020  0.000018902 -0.605551033 -1.197791029 -0.020255443   16401.84    2670.86   11957.62   28.74    2.17  -106.17   -48.94 128879.2 
2016/04/10.05:00:00    494.0 -0.971476555 -0.507948887 -0.077661364 -0.938265839 -0.351547190  0.000019837 -0.594225648 -1.205644913 -0.018892527   16440.87    2659.26   11897.99   28.67    2.25  -106.43   -48.67 129127.1 
2016/04/11.05:00:00    495.0 -0.966197852 -0.523583814 -0.076605400 -0.932365817 -0.367673364  0.000020611 -0.582827875 -1.213351927 -0.017527310   16479.87    2647.68   11838.50   28.60    2.32  -106.73   -48.39 129374.5 
2016/04/12.05:00:00    496.0 -0.960705590 -0.539101960 -0.075532731 -0.926191251 -0.383689749  0.000021217 -0.571359408 -1.220911762 -0.016159967   16518.83    2636.18   11779.16   28.53    2.40  -107.05   -48.09 129621.3 
2016/04/13.05:00:00    497.0 -0.954999728 -0.554502367 -0.074443807 -0.919744620 -0.399591713  0.000021659 -0.559821929 -1.228324129 -0.014790671   16557.72    2624.81   11719.92   28.46    2.48  -107.40   -47.78 129867.5 
2016/04/14.05:00:00    498.0 -0.949088412 -0.569778930 -0.073338921 -0.913028446 -0.415374769  0.000021950 -0.548217115 -1.235588748 -0.013419597   16596.57    2613.59   11660.87   28.39    2.56  -107.78   -47.46 130113.1 
2016/04/15.05:00:00    499.0 -0.942972254 -0.584929980 -0.072218714 -0.906045270 -0.431034551  0.000022110 -0.536546631 -1.242705357 -0.012046914   16635.36    2602.58   11602.00   28.32    2.65  -108.18   -47.13 130358.1 
2016/04/16.05:00:00    500.0 -0.936654004 -0.599953120 -0.071083539 -0.898797646 -0.446566799  0.000022163 -0.524812135 -1.249673704 -0.010672795   16674.07    2591.82   11543.30   28.25    2.73  -108.61   -46.78 130602.5 
2016/04/17.05:00:00    501.0 -0.930136422 -0.614846012 -0.069933745 -0.891288136 -0.461967333  0.000022138 -0.513015277 -1.256493552 -0.009297406   16712.70    2581.37   11484.78   28.18    2.81  -109.06   -46.42 130846.3 
2016/04/18.05:00:00    502.0 -0.923422276 -0.629606383 -0.068769682 -0.883519310 -0.477232048  0.000022061 -0.501157698 -1.263164676 -0.007920917   16751.24    2571.28   11426.44   28.11    2.90  -109.54   -46.04 131089.5 
2016/04/19.05:00:00    503.0 -0.916514312 -0.644232086 -0.067591679 -0.875493746 -0.492356898  0.000021962 -0.489241029 -1.269686864 -0.006543494   16789.67    2561.59   11368.29   28.05    2.98  -110.04   -45.65 131332.2 
2016/04/20.05:00:00    504.0 -0.909414053 -0.658722928 -0.066399804 -0.867214033 -0.507337891  0.000021870 -0.477266896 -1.276059917 -0.005165303   16827.99    2552.39   11310.29   27.98    3.07  -110.57   -45.24 131574.2 
2016/04/21.05:00:00    505.0 -0.902126380 -0.673074425 -0.065194632 -0.858682771 -0.522171080  0.000021812 -0.465236915 -1.282283647 -0.003786506   16866.20    2543.71   11252.50   27.91    3.16  -111.11   -44.82 131815.7 
2016/04/22.05:00:00    506.0 -0.894653441 -0.687285184 -0.063976543 -0.849902572 -0.536852554  0.000021812 -0.453152694 -1.288357879 -0.002407268   16904.29    2535.60   11194.90   27.85    3.24  -111.68   -44.38 132056.6 
